date,parameter,unit,value
1993-06-24,T,°C,16.10000
1993-06-24,p,hPa,967.35000
1993-06-24,T_max_h1,°C,19.71000
1993-06-25,StrGlo,W/m2,304.14000
1993-06-25,T,°C,16.59000
1993-06-25,p,hPa,971.12000
1993-06-25,T_max_h1,°C,21.41000
1993-06-26,StrGlo,W/m2,169.11000
1993-06-26,T,°C,17.39000
1993-06-26,p,hPa,969.56000
1993-06-26,T_max_h1,°C,21.74000
1993-06-27,StrGlo,W/m2,186.58000
1993-06-27,T,°C,20.20000
1993-06-27,p,hPa,966.40000
1993-06-27,T_max_h1,°C,23.12000
1993-06-28,StrGlo,W/m2,313.57000
1993-06-28,T,°C,19.31000
1993-06-28,p,hPa,964.43000
1993-06-28,T_max_h1,°C,23.23000
1993-06-29,StrGlo,W/m2,261.01000
1993-06-29,T,°C,18.03000
1993-06-29,p,hPa,961.68000
1993-06-29,T_max_h1,°C,23.45000
1993-06-30,StrGlo,W/m2,248.22000
1993-06-30,T,°C,20.05000
1993-06-30,p,hPa,962.22000
1993-06-30,T_max_h1,°C,24.76000
1993-07-01,StrGlo,W/m2,285.79000
1993-07-01,T,°C,20.70000
1993-07-01,p,hPa,963.03000
1993-07-01,T_max_h1,°C,26.02000
1993-07-02,StrGlo,W/m2,106.34000
1993-07-02,T,°C,18.89000
1993-07-02,p,hPa,965.11000
1993-07-02,T_max_h1,°C,20.86000
1993-07-03,StrGlo,W/m2,291.33000
1993-07-03,T,°C,21.47000
1993-07-03,p,hPa,968.82000
1993-07-03,T_max_h1,°C,26.49000
1993-07-04,StrGlo,W/m2,308.68000
1993-07-04,T,°C,23.83000
1993-07-04,p,hPa,970.85000
1993-07-04,T_max_h1,°C,28.70000
1993-07-05,StrGlo,W/m2,189.19000
1993-07-05,T,°C,22.62000
1993-07-05,p,hPa,964.45000
1993-07-05,T_max_h1,°C,28.55000
1993-07-06,StrGlo,W/m2,121.83000
1993-07-06,T,°C,15.12000
1993-07-06,p,hPa,970.23000
1993-07-06,T_max_h1,°C,18.22000
1993-07-07,StrGlo,W/m2,310.75000
1993-07-07,T,°C,16.30000
1993-07-07,p,hPa,971.60000
1993-07-07,T_max_h1,°C,21.50000
1993-07-08,StrGlo,W/m2,308.39000
1993-07-08,T,°C,18.71000
1993-07-08,p,hPa,967.03000
1993-07-08,T_max_h1,°C,23.53000
1993-07-09,StrGlo,W/m2,304.61000
1993-07-09,T,°C,21.27000
1993-07-09,p,hPa,960.94000
1993-07-09,T_max_h1,°C,27.11000
1993-07-10,StrGlo,W/m2,55.42000
1993-07-10,T,°C,16.52000
1993-07-10,p,hPa,957.21000
1993-07-10,T_max_h1,°C,22.09000
1993-07-11,StrGlo,W/m2,135.77000
1993-07-11,T,°C,11.28000
1993-07-11,p,hPa,961.76000
1993-07-11,T_max_h1,°C,14.72000
1993-07-12,StrGlo,W/m2,135.41000
1993-07-12,T,°C,10.95000
1993-07-12,p,hPa,967.75000
1993-07-12,T_max_h1,°C,13.22000
1993-07-13,StrGlo,W/m2,160.37000
1993-07-13,T,°C,12.86000
1993-07-13,p,hPa,971.85000
1993-07-13,T_max_h1,°C,16.23000
1993-07-14,StrGlo,W/m2,88.78000
1993-07-14,T,°C,13.74000
1993-07-14,p,hPa,965.57000
1993-07-14,T_max_h1,°C,15.35000
1993-07-15,StrGlo,W/m2,152.09000
1993-07-15,T,°C,18.35000
1993-07-15,p,hPa,963.34000
1993-07-15,T_max_h1,°C,22.19000
1993-07-16,StrGlo,W/m2,218.32000
1993-07-16,T,°C,20.80000
1993-07-16,p,hPa,964.58000
1993-07-16,T_max_h1,°C,26.91000
1993-07-17,StrGlo,W/m2,248.39000
1993-07-17,T,°C,21.84000
1993-07-17,p,hPa,966.56000
1993-07-17,T_max_h1,°C,26.64000
1993-07-18,StrGlo,W/m2,163.65000
1993-07-18,T,°C,20.37000
1993-07-18,p,hPa,965.03000
1993-07-18,T_max_h1,°C,24.09000
1993-07-19,StrGlo,W/m2,116.08000
1993-07-19,T,°C,18.55000
1993-07-19,p,hPa,960.68000
1993-07-19,T_max_h1,°C,20.48000
1993-07-20,StrGlo,W/m2,126.31000
1993-07-20,T,°C,15.60000
1993-07-20,p,hPa,959.66000
1993-07-20,T_max_h1,°C,17.84000
1993-07-21,StrGlo,W/m2,159.77000
1993-07-21,T,°C,14.53000
1993-07-21,p,hPa,965.99000
1993-07-21,T_max_h1,°C,16.80000
1993-07-22,StrGlo,W/m2,168.80000
1993-07-22,T,°C,14.61000
1993-07-22,p,hPa,970.69000
1993-07-22,T_max_h1,°C,17.40000
1993-07-23,StrGlo,W/m2,256.67000
1993-07-23,T,°C,17.41000
1993-07-23,p,hPa,972.18000
1993-07-23,T_max_h1,°C,21.60000
1993-07-24,StrGlo,W/m2,299.57000
1993-07-24,T,°C,20.53000
1993-07-24,p,hPa,965.86000
1993-07-24,T_max_h1,°C,25.98000
1993-07-25,StrGlo,W/m2,67.52000
1993-07-25,T,°C,18.63000
1993-07-25,p,hPa,960.24000
1993-07-25,T_max_h1,°C,22.12000
1993-07-26,StrGlo,W/m2,243.43000
1993-07-26,T,°C,17.12000
1993-07-26,p,hPa,966.58000
1993-07-26,T_max_h1,°C,20.52000
1993-07-27,StrGlo,W/m2,211.67000
1993-07-27,T,°C,18.83000
1993-07-27,p,hPa,968.55000
1993-07-27,T_max_h1,°C,22.48000
1993-07-28,StrGlo,W/m2,165.46000
1993-07-28,T,°C,21.08000
1993-07-28,p,hPa,968.56000
1993-07-28,T_max_h1,°C,24.59000
1993-07-29,StrGlo,W/m2,298.50000
1993-07-29,T,°C,23.88000
1993-07-29,p,hPa,967.39000
1993-07-29,T_max_h1,°C,29.63000
1993-07-30,StrGlo,W/m2,273.16000
1993-07-30,T,°C,24.16000
1993-07-30,p,hPa,962.88000
1993-07-30,T_max_h1,°C,31.90000
1993-07-31,StrGlo,W/m2,155.14000
1993-07-31,T,°C,18.16000
1993-07-31,p,hPa,968.61000
1993-07-31,T_max_h1,°C,19.89000
1993-08-01,StrGlo,W/m2,286.39000
1993-08-01,T,°C,18.62000
1993-08-01,p,hPa,969.16000
1993-08-01,T_max_h1,°C,22.89000
1993-08-02,StrGlo,W/m2,276.59000
1993-08-02,T,°C,22.48000
1993-08-02,p,hPa,966.67000
1993-08-02,T_max_h1,°C,29.10000
1993-08-03,StrGlo,W/m2,221.15000
1993-08-03,T,°C,22.74000
1993-08-03,p,hPa,966.66000
1993-08-03,T_max_h1,°C,28.93000
1993-08-04,StrGlo,W/m2,219.77000
1993-08-04,T,°C,21.96000
1993-08-04,p,hPa,966.82000
1993-08-04,T_max_h1,°C,28.82000
1993-08-05,StrGlo,W/m2,226.21000
1993-08-05,T,°C,22.70000
1993-08-05,p,hPa,965.72000
1993-08-05,T_max_h1,°C,29.42000
1993-08-06,StrGlo,W/m2,175.04000
1993-08-06,T,°C,20.20000
1993-08-06,p,hPa,968.90000
1993-08-06,T_max_h1,°C,22.71000
1993-08-07,StrGlo,W/m2,273.37000
1993-08-07,T,°C,19.34000
1993-08-07,p,hPa,967.30000
1993-08-07,T_max_h1,°C,24.20000
1993-08-08,StrGlo,W/m2,194.65000
1993-08-08,T,°C,19.95000
1993-08-08,p,hPa,964.81000
1993-08-08,T_max_h1,°C,24.45000
1993-08-09,StrGlo,W/m2,186.26000
1993-08-09,T,°C,20.23000
1993-08-09,p,hPa,964.60000
1993-08-09,T_max_h1,°C,23.40000
1993-08-10,StrGlo,W/m2,61.33000
1993-08-10,T,°C,17.35000
1993-08-10,p,hPa,962.28000
1993-08-10,T_max_h1,°C,19.25000
1993-08-11,StrGlo,W/m2,247.26000
1993-08-11,T,°C,18.80000
1993-08-11,p,hPa,965.02000
1993-08-11,T_max_h1,°C,23.68000
1993-08-12,StrGlo,W/m2,277.16000
1993-08-12,T,°C,21.34000
1993-08-12,p,hPa,963.72000
1993-08-12,T_max_h1,°C,27.88000
1993-08-13,StrGlo,W/m2,208.29000
1993-08-13,T,°C,21.16000
1993-08-13,p,hPa,967.43000
1993-08-13,T_max_h1,°C,24.36000
1993-08-14,StrGlo,W/m2,238.85000
1993-08-14,T,°C,23.07000
1993-08-14,p,hPa,964.78000
1993-08-14,T_max_h1,°C,29.44000
1993-08-15,StrGlo,W/m2,209.66000
1993-08-15,T,°C,22.64000
1993-08-15,p,hPa,966.52000
1993-08-15,T_max_h1,°C,27.15000
1993-08-16,StrGlo,W/m2,257.20000
1993-08-16,T,°C,22.62000
1993-08-16,p,hPa,968.14000
1993-08-16,T_max_h1,°C,28.14000
1993-08-17,StrGlo,W/m2,240.52000
1993-08-17,T,°C,23.04000
1993-08-17,p,hPa,970.32000
1993-08-17,T_max_h1,°C,28.24000
1993-08-18,StrGlo,W/m2,161.13000
1993-08-18,T,°C,20.27000
1993-08-18,p,hPa,970.37000
1993-08-18,T_max_h1,°C,23.49000
1993-08-19,StrGlo,W/m2,221.97000
1993-08-19,T,°C,22.01000
1993-08-19,p,hPa,970.28000
1993-08-19,T_max_h1,°C,27.49000
1993-08-20,StrGlo,W/m2,255.60000
1993-08-20,T,°C,22.33000
1993-08-20,p,hPa,970.65000
1993-08-20,T_max_h1,°C,27.78000
1993-08-21,StrGlo,W/m2,252.16000
1993-08-21,T,°C,23.25000
1993-08-21,p,hPa,966.91000
1993-08-21,T_max_h1,°C,29.16000
1993-08-22,StrGlo,W/m2,224.39000
1993-08-22,T,°C,24.16000
1993-08-22,p,hPa,959.75000
1993-08-22,T_max_h1,°C,31.08000
1993-08-23,StrGlo,W/m2,100.67000
1993-08-23,T,°C,18.48000
1993-08-23,p,hPa,959.82000
1993-08-23,T_max_h1,°C,22.68000
1993-08-24,StrGlo,W/m2,48.28000
1993-08-24,T,°C,12.74000
1993-08-24,p,hPa,962.93000
1993-08-24,T_max_h1,°C,13.73000
1993-08-25,StrGlo,W/m2,56.77000
1993-08-25,T,°C,12.24000
1993-08-25,p,hPa,963.66000
1993-08-25,T_max_h1,°C,13.57000
1993-08-26,StrGlo,W/m2,122.15000
1993-08-26,T,°C,15.28000
1993-08-26,p,hPa,963.36000
1993-08-26,T_max_h1,°C,18.46000
1993-08-27,StrGlo,W/m2,46.85000
1993-08-27,T,°C,12.72000
1993-08-27,p,hPa,959.60000
1993-08-27,T_max_h1,°C,13.95000
1993-08-28,StrGlo,W/m2,55.23000
1993-08-28,T,°C,12.06000
1993-08-28,p,hPa,965.37000
1993-08-28,T_max_h1,°C,14.28000
1993-08-29,StrGlo,W/m2,240.94000
1993-08-29,T,°C,12.79000
1993-08-29,p,hPa,972.12000
1993-08-29,T_max_h1,°C,17.60000
1993-08-30,StrGlo,W/m2,228.44000
1993-08-30,T,°C,14.44000
1993-08-30,p,hPa,971.41000
1993-08-30,T_max_h1,°C,19.62000
1993-08-31,StrGlo,W/m2,128.83000
1993-08-31,T,°C,14.64000
1993-08-31,p,hPa,970.04000
1993-08-31,T_max_h1,°C,17.45000
1993-09-01,StrGlo,W/m2,222.41000
1993-09-01,T,°C,13.96000
1993-09-01,p,hPa,971.39000
1993-09-01,T_max_h1,°C,18.53000
1993-09-02,StrGlo,W/m2,227.19000
1993-09-02,T,°C,14.63000
1993-09-02,p,hPa,968.45000
1993-09-02,T_max_h1,°C,19.82000
1993-09-03,StrGlo,W/m2,67.13000
1993-09-03,T,°C,14.43000
1993-09-03,p,hPa,961.25000
1993-09-03,T_max_h1,°C,16.11000
1993-09-04,StrGlo,W/m2,75.21000
1993-09-04,T,°C,11.78000
1993-09-04,p,hPa,960.29000
1993-09-04,T_max_h1,°C,13.06000
1993-09-05,StrGlo,W/m2,129.84000
1993-09-05,T,°C,12.33000
1993-09-05,p,hPa,964.93000
1993-09-05,T_max_h1,°C,15.46000
1993-09-06,StrGlo,W/m2,219.79000
1993-09-06,T,°C,12.40000
1993-09-06,p,hPa,964.20000
1993-09-06,T_max_h1,°C,17.56000
1993-09-07,StrGlo,W/m2,159.11000
1993-09-07,T,°C,16.29000
1993-09-07,p,hPa,959.99000
1993-09-07,T_max_h1,°C,21.34000
1993-09-08,StrGlo,W/m2,42.67000
1993-09-08,T,°C,15.85000
1993-09-08,p,hPa,957.40000
1993-09-08,T_max_h1,°C,16.62000
1993-09-09,StrGlo,W/m2,96.82000
1993-09-09,T,°C,15.67000
1993-09-09,p,hPa,957.39000
1993-09-09,T_max_h1,°C,18.52000
1993-09-10,StrGlo,W/m2,124.82000
1993-09-10,T,°C,15.75000
1993-09-10,p,hPa,959.52000
1993-09-10,T_max_h1,°C,18.49000
1993-09-11,StrGlo,W/m2,127.35000
1993-09-11,T,°C,15.63000
1993-09-11,p,hPa,958.36000
1993-09-11,T_max_h1,°C,19.09000
1993-09-12,StrGlo,W/m2,166.76000
1993-09-12,T,°C,15.53000
1993-09-12,p,hPa,954.94000
1993-09-12,T_max_h1,°C,18.89000
1993-09-13,StrGlo,W/m2,92.24000
1993-09-13,T,°C,12.53000
1993-09-13,p,hPa,948.02000
1993-09-13,T_max_h1,°C,16.10000
1993-09-14,StrGlo,W/m2,120.74000
1993-09-14,T,°C,13.15000
1993-09-14,p,hPa,950.14000
1993-09-14,T_max_h1,°C,16.43000
1993-09-15,p,hPa,953.77000
1993-09-15,StrGlo,W/m2,149.52000
1993-09-15,T,°C,14.80000
1993-09-15,T_max_h1,°C,18.84000
1993-09-16,StrGlo,W/m2,128.79000
1993-09-16,T,°C,14.73000
1993-09-16,p,hPa,959.00000
1993-09-16,T_max_h1,°C,17.03000
1993-09-17,StrGlo,W/m2,127.80000
1993-09-17,T,°C,14.29000
1993-09-17,p,hPa,963.64000
1993-09-17,T_max_h1,°C,17.05000
1993-09-18,StrGlo,W/m2,156.56000
1993-09-18,T,°C,14.96000
1993-09-18,p,hPa,965.29000
1993-09-18,T_max_h1,°C,18.40000
1993-09-19,StrGlo,W/m2,179.86000
1993-09-19,T,°C,16.45000
1993-09-19,p,hPa,968.12000
1993-09-19,T_max_h1,°C,21.99000
1993-09-20,StrGlo,W/m2,163.63000
1993-09-20,T,°C,17.93000
1993-09-20,p,hPa,969.44000
1993-09-20,T_max_h1,°C,23.73000
1993-09-21,StrGlo,W/m2,144.95000
1993-09-21,T,°C,19.17000
1993-09-21,p,hPa,967.54000
1993-09-21,T_max_h1,°C,24.05000
1993-09-22,StrGlo,W/m2,164.86000
1993-09-22,T,°C,19.39000
1993-09-22,p,hPa,961.44000
1993-09-22,T_max_h1,°C,27.84000
1993-09-23,StrGlo,W/m2,62.92000
1993-09-23,T,°C,16.42000
1993-09-23,p,hPa,958.61000
1993-09-23,T_max_h1,°C,18.40000
1993-09-24,StrGlo,W/m2,57.29000
1993-09-24,T,°C,16.13000
1993-09-24,p,hPa,953.20000
1993-09-24,T_max_h1,°C,18.85000
1993-09-25,StrGlo,W/m2,62.13000
1993-09-25,T,°C,13.87000
1993-09-25,p,hPa,954.34000
1993-09-25,T_max_h1,°C,15.84000
1993-09-26,StrGlo,W/m2,40.65000
1993-09-26,T,°C,10.58000
1993-09-26,p,hPa,962.23000
1993-09-26,T_max_h1,°C,11.42000
1993-09-27,StrGlo,W/m2,154.77000
1993-09-27,T,°C,11.53000
1993-09-27,p,hPa,963.16000
1993-09-27,T_max_h1,°C,14.84000
1993-09-28,StrGlo,W/m2,53.88000
1993-09-28,T,°C,9.73000
1993-09-28,p,hPa,962.79000
1993-09-28,T_max_h1,°C,11.30000
1993-09-29,StrGlo,W/m2,136.24000
1993-09-29,T,°C,10.42000
1993-09-29,p,hPa,962.63000
1993-09-29,T_max_h1,°C,14.12000
1993-09-30,StrGlo,W/m2,140.10000
1993-09-30,T,°C,11.92000
1993-09-30,p,hPa,960.09000
1993-09-30,T_max_h1,°C,16.88000
1993-10-01,StrGlo,W/m2,120.68000
1993-10-01,T,°C,13.07000
1993-10-01,p,hPa,950.14000
1993-10-01,T_max_h1,°C,16.62000
1993-10-02,StrGlo,W/m2,19.58000
1993-10-02,T,°C,9.66000
1993-10-02,p,hPa,943.56000
1993-10-02,T_max_h1,°C,11.21000
1993-10-03,StrGlo,W/m2,83.04000
1993-10-03,T,°C,10.35000
1993-10-03,p,hPa,950.88000
1993-10-03,T_max_h1,°C,12.52000
1993-10-04,StrGlo,W/m2,61.94000
1993-10-04,T,°C,10.90000
1993-10-04,p,hPa,959.13000
1993-10-04,T_max_h1,°C,13.18000
1993-10-05,StrGlo,W/m2,122.16000
1993-10-05,T,°C,13.59000
1993-10-05,p,hPa,955.84000
1993-10-05,T_max_h1,°C,17.62000
1993-10-06,StrGlo,W/m2,43.13000
1993-10-06,T,°C,13.10000
1993-10-06,p,hPa,953.24000
1993-10-06,T_max_h1,°C,14.43000
1993-10-07,StrGlo,W/m2,144.97000
1993-10-07,T,°C,13.36000
1993-10-07,p,hPa,956.89000
1993-10-07,T_max_h1,°C,17.07000
1993-10-08,StrGlo,W/m2,45.64000
1993-10-08,T,°C,11.97000
1993-10-08,p,hPa,955.14000
1993-10-08,T_max_h1,°C,14.08000
1993-10-09,StrGlo,W/m2,129.00000
1993-10-09,T,°C,11.46000
1993-10-09,p,hPa,961.24000
1993-10-09,T_max_h1,°C,14.72000
1993-10-10,StrGlo,W/m2,78.72000
1993-10-10,T,°C,10.42000
1993-10-10,p,hPa,959.86000
1993-10-10,T_max_h1,°C,14.05000
1993-10-11,StrGlo,W/m2,98.12000
1993-10-11,T,°C,13.96000
1993-10-11,p,hPa,955.78000
1993-10-11,T_max_h1,°C,19.23000
1993-10-12,StrGlo,W/m2,74.46000
1993-10-12,T,°C,12.37000
1993-10-12,p,hPa,951.03000
1993-10-12,T_max_h1,°C,16.34000
1993-10-13,StrGlo,W/m2,135.61000
1993-10-13,T,°C,12.87000
1993-10-13,p,hPa,952.78000
1993-10-13,T_max_h1,°C,17.16000
1993-10-14,StrGlo,W/m2,48.39000
1993-10-14,T,°C,13.07000
1993-10-14,p,hPa,950.82000
1993-10-14,T_max_h1,°C,14.72000
1993-10-15,StrGlo,W/m2,125.18000
1993-10-15,T,°C,12.98000
1993-10-15,p,hPa,959.07000
1993-10-15,T_max_h1,°C,16.68000
1993-10-16,StrGlo,W/m2,120.55000
1993-10-16,T,°C,10.06000
1993-10-16,p,hPa,964.53000
1993-10-16,T_max_h1,°C,13.55000
1993-10-17,StrGlo,W/m2,40.97000
1993-10-17,T,°C,9.42000
1993-10-17,p,hPa,965.71000
1993-10-17,T_max_h1,°C,11.11000
1993-10-18,StrGlo,W/m2,29.43000
1993-10-18,T,°C,7.25000
1993-10-18,p,hPa,974.89000
1993-10-18,T_max_h1,°C,8.00000
1993-10-19,StrGlo,W/m2,25.98000
1993-10-19,T,°C,7.20000
1993-10-19,p,hPa,976.24000
1993-10-19,T_max_h1,°C,8.12000
1993-10-20,StrGlo,W/m2,14.31000
1993-10-20,T,°C,7.42000
1993-10-20,p,hPa,971.08000
1993-10-20,T_max_h1,°C,8.05000
1993-10-21,StrGlo,W/m2,26.61000
1993-10-21,T,°C,6.54000
1993-10-21,p,hPa,962.98000
1993-10-21,T_max_h1,°C,7.99000
1993-10-22,StrGlo,W/m2,14.59000
1993-10-22,T,°C,4.13000
1993-10-22,p,hPa,959.30000
1993-10-22,T_max_h1,°C,5.27000
1993-10-23,StrGlo,W/m2,22.28000
1993-10-23,T,°C,5.22000
1993-10-23,p,hPa,959.67000
1993-10-23,T_max_h1,°C,5.69000
1993-10-24,StrGlo,W/m2,31.83000
1993-10-24,T,°C,5.16000
1993-10-24,p,hPa,963.50000
1993-10-24,T_max_h1,°C,5.72000
1993-10-25,StrGlo,W/m2,15.76000
1993-10-25,T,°C,5.49000
1993-10-25,p,hPa,971.05000
1993-10-25,T_max_h1,°C,6.30000
1993-10-26,StrGlo,W/m2,16.77000
1993-10-26,T,°C,5.31000
1993-10-26,p,hPa,972.79000
1993-10-26,T_max_h1,°C,5.89000
1993-10-27,StrGlo,W/m2,30.22000
1993-10-27,T,°C,5.76000
1993-10-27,p,hPa,972.50000
1993-10-27,T_max_h1,°C,6.50000
1993-10-28,StrGlo,W/m2,81.32000
1993-10-28,T,°C,6.15000
1993-10-28,p,hPa,970.48000
1993-10-28,T_max_h1,°C,7.88000
1993-10-29,StrGlo,W/m2,31.69000
1993-10-29,T,°C,5.82000
1993-10-29,p,hPa,970.52000
1993-10-29,T_max_h1,°C,7.20000
1993-10-30,StrGlo,W/m2,27.82000
1993-10-30,T,°C,4.96000
1993-10-30,p,hPa,971.22000
1993-10-30,T_max_h1,°C,6.13000
1993-10-31,StrGlo,W/m2,45.97000
1993-10-31,T,°C,5.19000
1993-10-31,p,hPa,968.23000
1993-10-31,T_max_h1,°C,6.74000
1993-11-01,StrGlo,W/m2,53.64000
1993-11-01,T,°C,5.30000
1993-11-01,p,hPa,964.14000
1993-11-01,T_max_h1,°C,7.60000
1993-11-02,StrGlo,W/m2,56.14000
1993-11-02,T,°C,5.93000
1993-11-02,p,hPa,959.61000
1993-11-02,T_max_h1,°C,8.66000
1993-11-03,StrGlo,W/m2,79.71000
1993-11-03,T,°C,7.33000
1993-11-03,p,hPa,958.94000
1993-11-03,T_max_h1,°C,11.14000
1993-11-04,StrGlo,W/m2,29.57000
1993-11-04,T,°C,5.76000
1993-11-04,p,hPa,959.04000
1993-11-04,T_max_h1,°C,6.62000
1993-11-05,StrGlo,W/m2,18.32000
1993-11-05,T,°C,6.23000
1993-11-05,p,hPa,954.62000
1993-11-05,T_max_h1,°C,6.66000
1993-11-06,StrGlo,W/m2,14.66000
1993-11-06,T,°C,6.09000
1993-11-06,p,hPa,949.84000
1993-11-06,T_max_h1,°C,6.69000
1993-11-07,StrGlo,W/m2,32.86000
1993-11-07,T,°C,8.34000
1993-11-07,p,hPa,952.87000
1993-11-07,T_max_h1,°C,10.43000
1993-11-08,StrGlo,W/m2,24.54000
1993-11-08,T,°C,7.47000
1993-11-08,p,hPa,961.43000
1993-11-08,T_max_h1,°C,8.30000
1993-11-09,StrGlo,W/m2,29.32000
1993-11-09,T,°C,7.31000
1993-11-09,p,hPa,967.02000
1993-11-09,T_max_h1,°C,8.46000
1993-11-10,StrGlo,W/m2,67.62000
1993-11-10,T,°C,6.66000
1993-11-10,p,hPa,967.37000
1993-11-10,T_max_h1,°C,9.10000
1993-11-11,StrGlo,W/m2,12.76000
1993-11-11,T,°C,8.15000
1993-11-11,p,hPa,966.65000
1993-11-11,T_max_h1,°C,9.73000
1993-11-12,StrGlo,W/m2,61.75000
1993-11-12,T,°C,4.68000
1993-11-12,p,hPa,971.73000
1993-11-12,T_max_h1,°C,7.09000
1993-11-13,StrGlo,W/m2,51.77000
1993-11-13,T,°C,3.67000
1993-11-13,p,hPa,971.59000
1993-11-13,T_max_h1,°C,5.03000
1993-11-14,StrGlo,W/m2,45.67000
1993-11-14,T,°C,8.42000
1993-11-14,p,hPa,963.79000
1993-11-14,T_max_h1,°C,13.03000
1993-11-15,StrGlo,W/m2,14.55000
1993-11-15,T,°C,3.39000
1993-11-15,p,hPa,969.94000
1993-11-15,T_max_h1,°C,5.83000
1993-11-16,StrGlo,W/m2,21.06000
1993-11-16,T,°C,2.46000
1993-11-16,p,hPa,976.56000
1993-11-16,T_max_h1,°C,3.09000
1993-11-17,StrGlo,W/m2,16.90000
1993-11-17,T,°C,1.57000
1993-11-17,p,hPa,977.13000
1993-11-17,T_max_h1,°C,2.08000
1993-11-18,StrGlo,W/m2,14.10000
1993-11-18,T,°C,0.04000
1993-11-18,p,hPa,975.94000
1993-11-18,T_max_h1,°C,0.72000
1993-11-19,StrGlo,W/m2,18.26000
1993-11-19,T,°C,-1.75000
1993-11-19,p,hPa,970.61000
1993-11-19,T_max_h1,°C,-0.97000
1993-11-20,StrGlo,W/m2,18.96000
1993-11-20,T,°C,-3.30000
1993-11-20,p,hPa,963.36000
1993-11-20,T_max_h1,°C,-2.62000
1993-11-21,StrGlo,W/m2,64.21000
1993-11-21,T,°C,-2.34000
1993-11-21,p,hPa,961.12000
1993-11-21,T_max_h1,°C,-0.02000
1993-11-22,StrGlo,W/m2,35.71000
1993-11-22,T,°C,-2.42000
1993-11-22,p,hPa,968.01000
1993-11-22,T_max_h1,°C,-1.08000
1993-11-23,StrGlo,W/m2,50.01000
1993-11-23,T,°C,-1.70000
1993-11-23,p,hPa,967.50000
1993-11-23,T_max_h1,°C,0.16000
1993-11-24,StrGlo,W/m2,64.52000
1993-11-24,T,°C,-0.75000
1993-11-24,p,hPa,968.62000
1993-11-24,T_max_h1,°C,2.84000
1993-11-25,StrGlo,W/m2,33.56000
1993-11-25,T,°C,-1.55000
1993-11-25,p,hPa,973.14000
1993-11-25,T_max_h1,°C,-0.42000
1993-11-26,StrGlo,W/m2,16.22000
1993-11-26,T,°C,-2.00000
1993-11-26,p,hPa,972.44000
1993-11-26,T_max_h1,°C,-1.23000
1993-11-27,StrGlo,W/m2,14.04000
1993-11-27,T,°C,-1.77000
1993-11-27,p,hPa,970.96000
1993-11-27,T_max_h1,°C,-1.23000
1993-11-28,StrGlo,W/m2,12.28000
1993-11-28,T,°C,-2.26000
1993-11-28,p,hPa,970.92000
1993-11-28,T_max_h1,°C,-1.56000
1993-11-29,T,°C,-2.97000
1993-11-29,p,hPa,970.22000
1993-11-29,StrGlo,W/m2,48.41000
1993-11-29,T_max_h1,°C,-1.27000
1993-11-30,StrGlo,W/m2,44.65000
1993-11-30,T,°C,-3.56000
1993-11-30,p,hPa,961.87000
1993-11-30,T_max_h1,°C,-1.36000
1993-12-01,StrGlo,W/m2,27.95000
1993-12-01,T,°C,-0.62000
1993-12-01,p,hPa,958.01000
1993-12-01,T_max_h1,°C,2.18000
1993-12-02,StrGlo,W/m2,32.05000
1993-12-02,T,°C,3.57000
1993-12-02,p,hPa,969.62000
1993-12-02,T_max_h1,°C,5.73000
1993-12-03,StrGlo,W/m2,45.51000
1993-12-03,T,°C,4.64000
1993-12-03,p,hPa,972.97000
1993-12-03,T_max_h1,°C,7.28000
1993-12-04,StrGlo,W/m2,59.11000
1993-12-04,T,°C,3.66000
1993-12-04,p,hPa,968.83000
1993-12-04,T_max_h1,°C,8.90000
1993-12-05,StrGlo,W/m2,27.54000
1993-12-05,T,°C,5.93000
1993-12-05,p,hPa,972.92000
1993-12-05,T_max_h1,°C,7.67000
1993-12-06,StrGlo,W/m2,26.20000
1993-12-06,T,°C,2.87000
1993-12-06,p,hPa,971.07000
1993-12-06,T_max_h1,°C,4.29000
1993-12-07,StrGlo,W/m2,13.24000
1993-12-07,T,°C,3.88000
1993-12-07,p,hPa,963.28000
1993-12-07,T_max_h1,°C,5.89000
1993-12-08,StrGlo,W/m2,15.20000
1993-12-08,T,°C,6.70000
1993-12-08,p,hPa,958.40000
1993-12-08,T_max_h1,°C,10.81000
1993-12-09,StrGlo,W/m2,29.20000
1993-12-09,T,°C,10.39000
1993-12-09,p,hPa,960.06000
1993-12-09,T_max_h1,°C,12.49000
1993-12-10,StrGlo,W/m2,37.06000
1993-12-10,T,°C,9.69000
1993-12-10,p,hPa,961.65000
1993-12-10,T_max_h1,°C,11.95000
1993-12-11,StrGlo,W/m2,31.20000
1993-12-11,T,°C,4.47000
1993-12-11,p,hPa,959.84000
1993-12-11,T_max_h1,°C,10.59000
1993-12-12,StrGlo,W/m2,41.62000
1993-12-12,T,°C,3.85000
1993-12-12,p,hPa,966.36000
1993-12-12,T_max_h1,°C,5.64000
1993-12-13,StrGlo,W/m2,72.56000
1993-12-13,T,°C,8.23000
1993-12-13,p,hPa,954.25000
1993-12-13,T_max_h1,°C,10.75000
1993-12-14,StrGlo,W/m2,37.71000
1993-12-14,T,°C,6.10000
1993-12-14,p,hPa,953.47000
1993-12-14,T_max_h1,°C,9.82000
1993-12-15,StrGlo,W/m2,40.00000
1993-12-15,T,°C,4.72000
1993-12-15,p,hPa,947.45000
